id,name,description,github_url,website_url,stars,last_updated,tags,platforms,license,origin_country,language,country_code,is_archived,owner_type,avatar_url,latest_release_tag,latest_release_at,pricing_type,is_self_hosted
45748fb0-bb3b-4c66-a66b-ae7551978600,OpenMeter,"Open source billing platform that turns events into revenue with real-time metering, usage limits, and flexible pricing. Integrates with Stripe, CRMs, and payment providers.",https://github.com/openmeterio/openmeter,https://openmeter.io,2073,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Go'],US,False,Organization,https://img.logo.dev/openmeter.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.0.0-beta.229,2026-06-05T18:44:21Z,Freemium,True
45a7b43b-2590-4909-b9a9-9a5da71f297a,Dyad,"Create full-stack AI applications using any model or tool. Run entirely on your machine with complete privacy, flexibility, and control over your code.",https://github.com/dyad-sh/dyad,https://www.dyad.sh,20736,2026-06-26 08:16:29.459,,,['Unknown'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/dyad.sh?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.4.0,2026-06-17T20:16:13Z,Free,False
45ab6f25-8d87-43d4-9f17-7c0c7908dab4,QGIS,Spatial visualization and decision-making tools for everyone.,https://github.com/qgis/QGIS,https://qgis.org,13993,2026-06-26 08:16:29.459,,,['GPL-2.0'],Global,['C++'],UN,False,Organization,https://img.logo.dev/qgis.org?token=pk_MauVQceUSgaLrE87BqU4Kw,final-4_0_3,2026-05-29T12:05:00Z,Free,True
45d27461-cf49-42ea-9892-3d747f387193,Tailcall,Swiftly design and ship best-practice GraphQL backends atop existing data sources and APIs.,https://github.com/tailcallhq/tailcall,https://tailcall.run,1440,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Rust'],US,False,Organization,https://img.logo.dev/tailcall.run?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.6.14,2026-01-22T21:24:37Z,Freemium,True
45e4d914-e9a6-461a-869d-8a1a22788b3b,Jarvis,"Transform your computer interaction with natural voice commands. Dictate 4x faster than typing, control any app hands-free, and boost productivity instantly.",https://github.com/akshayaggarwal99/jarvis-ai-assistant,https://jarvis.ceo,570,2026-06-26 08:16:29.459,,,['MIT'],Global,['TypeScript'],UN,False,User,https://img.logo.dev/jarvis.ceo?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.3.11,2026-06-01T20:28:27Z,Freemium,False
4703198d-8a4e-4783-9f57-f130144b99ff,pika,An open-source macOS color picker,https://github.com/superhighfives/pika,https://superhighfives.com/pika,2497,2026-06-26 08:16:29.459,,,['MIT'],United States,['Swift'],US,False,User,https://img.logo.dev/superhighfives.com?token=pk_MauVQceUSgaLrE87BqU4Kw,1.7.0,2026-05-09T06:34:14Z,Freemium,False
47479b87-c534-45ce-90d0-ca3641751fe9,Pixlie,Integrate graph AI into your products to extract valuable insights and reduce costs from your data.,https://github.com/pixlie/pixlieai,https://pixlie.com,49,2026-06-26 08:16:29.459,,,['GPL-3.0'],India,['Rust'],IN,True,Organization,https://img.logo.dev/pixlie.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.2.0-beta,2025-04-24 14:28:22+00,Paid,True
4747b1d8-3200-4438-aa14-414d4bbe085f,Plunk,"Plunk unifies marketing, transactional, and broadcast emails into a single, complete solution for businesses of all sizes.",https://github.com/useplunk/plunk,https://useplunk.com,5219,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Belgium,['TypeScript'],BE,False,Organization,https://img.logo.dev/useplunk.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.12.0,2026-06-22T18:53:14Z,Freemium,True
474ac8e6-31bf-4cda-ba99-abab031aef9f,Garage,"Self-contained distributed object storage with S3 API compatibility. Runs on minimal hardware, replicates data across 3 zones for maximum resilience.",https://github.com/deuxfleurs-org/garage,https://garagehq.deuxfleurs.fr,4020,2026-06-26 08:16:29.459,,,['AGPL-3.0'],France,['Rust'],FR,False,Organization,https://img.logo.dev/garagehq.deuxfleurs.fr?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.3.0,2026-04-16 16:34:27+00,Free,True
476698e6-34a0-4f4b-aedf-34cada42eb60,Vesta,Open source hosting control panel.,https://github.com/serghey-rodin/vesta,https://vestacp.com,3072,2026-06-26 08:16:29.459,,,['GPL-3.0'],Global,['PHP'],UN,False,Organization,https://img.logo.dev/vestacp.com?token=pk_MauVQceUSgaLrE87BqU4Kw,1.0.0-5,2021-11-23T09:59:20Z,Freemium,True
4781039d-759f-4582-890c-583cadced136,Sync-in,"Secure, open-source platform for file storage, sharing, and collaboration. Host your data on your own infrastructure with full control and transparency.",https://github.com/sync-in/server,https://sync-in.com,1478,2026-06-26 08:16:29.459,,,['AGPL-3.0'],France,['TypeScript'],FR,False,Organization,https://img.logo.dev/sync-in.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.4.1,2026-06-24T09:27:56Z,Free,True
4798a142-c270-4910-9ebb-b9dea74c4a82,Proton Mail,Secure email service with end-to-end encryption,,https://proton.me/,,,,,,Global,,UN,,,https://img.logo.dev/proton.me?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Paid,True
47d75607-6971-4be4-a666-e2e1987fa2d3,Sink,"A serverless link shortener that runs entirely on Cloudflare, offering URL compression, analytics, and customizable slugs.",https://github.com/ccbikai/sink,https://sink.cool,6842,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['Vue'],UN,False,User,https://img.logo.dev/sink.cool?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.2.10,2026-05-12T11:59:36Z,Freemium,False
47e9ee22-44db-4610-9812-c5630e1cfac1,Maxun,"Train robots in 2 minutes to scrape web data automatically. No coding required. Handles pagination, CAPTCHAs, and layout changes with AI.",https://github.com/getmaxun/maxun,https://www.maxun.dev,16004,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/maxun.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.0.43,2026-06-24T18:54:36Z,Free,True
47eb49f3-688f-4a01-a4b7-29e296e829dd,Apache Guacamole,Access remote desktops via web browser.,https://github.com/apache/guacamole-server,https://guacamole.apache.org,3881,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['C'],US,False,Organization,https://img.logo.dev/guacamole.apache.org?token=pk_MauVQceUSgaLrE87BqU4Kw,1.6.0,2025-06-19 19:32:22+00,Free,True
4827845f-aaab-40a8-b800-eaf37e0c8576,Hammerspoon,Staggeringly powerful macOS desktop automation with Lua,https://github.com/Hammerspoon/hammerspoon,https://www.hammerspoon.org/,15634,2026-06-26 08:16:29.459,,,['MIT'],Global,['Objective-C'],UN,False,Organization,https://img.logo.dev/hammerspoon.org?token=pk_MauVQceUSgaLrE87BqU4Kw,1.1.1,2026-02-26T10:52:34Z,Free,False
485abbca-688a-4be4-9a67-a200cea796f3,Audacity,"Easy-to-use, cross-platform audio editor.",https://github.com/audacity/audacity,https://github.com,17252,2026-06-26 08:16:29.459,,,['Unknown'],Global,['C++'],UN,False,Organization,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,Audacity-3.7.8,2026-06-11T14:32:48Z,Freemium,False
487fc38a-2b1c-474d-bd51-8556edf705f4,OpenLLaMA,"An open-source reproduction of Meta AI’s LLaMA models, offering permissively licensed weights in 3B, 7B, and 13B parameter sizes compatible with both PyTorch and JAX.",https://github.com/openlm-research/open_llama,,7530,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,[],UN,False,Organization,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,True
488ad8b9-b1d9-4fc1-bb45-02541eb6bca0,Kontalk,"Free, encrypted, community-driven communication.",https://github.com/kontalk/androidclient,https://www.kontalk.org,578,2026-06-26 08:16:29.459,,,['GPL-3.0'],Global,['Java'],UN,False,Organization,https://img.logo.dev/kontalk.org?token=pk_MauVQceUSgaLrE87BqU4Kw,v4.4.0,2020-07-04T10:25:37Z,Free,True
491b364e-e898-4201-b538-2c035397063c,Photprism,AI-Powered Photos App for the Decentralized Web.,https://github.com/photoprism/photoprism,https://photoprism.app,39909,2026-06-26 08:16:29.459,,,['Unknown'],Germany,['Go'],DE,False,Organization,https://img.logo.dev/photoprism.app?token=pk_MauVQceUSgaLrE87BqU4Kw,260601-a7d098548,2026-06-01T20:36:40Z,Free,True
49325f1f-82d4-4952-bcb8-7485818bf280,MPV,"Free, cross-platform media player for various formats.",https://github.com/mpv-player/mpv,https://mpv.io,35756,2026-06-26 08:16:29.459,,,['Unknown'],,['C'],,False,Organization,https://img.logo.dev/mpv.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.41.0,2025-12-21T19:17:10Z,Free,False
49906865-db3a-4f4d-8380-24c4afb88316,Fritzing,Fritzing desktop application for electronics design.,https://github.com/fritzing/fritzing-app,https://fritzing.org,4734,2026-06-26 08:16:29.459,,,['Unknown'],Germany,['C++'],DE,False,Organization,https://img.logo.dev/fritzing.org?token=pk_MauVQceUSgaLrE87BqU4Kw,CD-625,2020-10-21 15:16:05+00,Free,False
499aadec-f4e5-485f-87b8-49578761a44b,GitButler,"GitButler is a powerful Git client that enables seamless work on multiple branches concurrently, enhancing your existing workflow.",https://github.com/gitbutlerapp/gitbutler,https://gitbutler.com,21175,2026-06-26 08:16:29.459,,,['Unknown'],Germany,['Rust'],DE,False,Organization,https://img.logo.dev/gitbutler.com?token=pk_MauVQceUSgaLrE87BqU4Kw,release/0.20.3,2026-06-19T17:36:08Z,Freemium,False
49a9fada-22d9-4778-8e50-d54be1ae13eb,AppBase,Search UI components for React and Vue.,https://github.com/appbaseio/reactivesearch,https://www.appbase.io,4919,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['JavaScript'],US,False,Organization,https://img.logo.dev/appbase.io?token=pk_MauVQceUSgaLrE87BqU4Kw,vue@3.4.0,2025-03-10T08:58:16Z,Freemium,False
49b08343-3a80-4f63-8298-3fe7ec028d82,Baserow,"Open-source no-code platform for creating databases, applications, and workflows. Self-host or use cloud. GDPR, HIPAA, SOC 2 compliant with unlimited scalability.",https://github.com/bram2w/baserow,https://baserow.io,5157,2026-06-26 08:16:29.459,,,['Unknown'],Netherlands,['Python'],NL,False,Organization,https://img.logo.dev/baserow.io?token=pk_MauVQceUSgaLrE87BqU4Kw,2.2.2,2026-04-28T19:48:09Z,Freemium,True
49da3eb6-e777-45a7-aea4-eaecee83a730,Responsively,"A free, open-source tool for crafting responsive web apps effortlessly.",https://github.com/responsively-org/responsively-app,https://responsively.app,24997,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/responsively.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.18.0,2026-02-17T04:58:48Z,Free,False
4a0e991b-13c3-4110-9f60-9a681f28e8a0,Borg,"Compressing, deduplicating backup tool.",https://github.com/borgbackup/community,https://www.borgbackup.org,271,2026-06-26 08:16:29.459,,,['Unknown'],,[],,False,Organization,https://img.logo.dev/borgbackup.org?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,True
4a226eb1-2524-47d5-8051-51b073691144,Kanboard,"Focalboard is an open source alternative to Trello, Notion, and Asana. It is a project management tool that helps define, organize, track and manage work across teams, using a familiar kanban board view.",https://github.com/kanboard/kanboard,https://kanboard.org,9670,2026-06-26 08:16:29.459,,,['MIT'],Global,['PHP'],UN,False,Organization,https://img.logo.dev/kanboard.org?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.2.52,2026-04-05T00:12:33Z,Freemium,False
4a687894-5fc7-42a0-a064-3d3d52662472,Joplin,"Joplin is an open source note-taking app to capture your thoughts and securely access them from any device. You can take notes, make to-do lists and sync notes across devices by linking it with cloud services like Dropbox. The synchronization is protected with end to end encryption.",https://github.com/laurent22/joplin/,https://joplinapp.org,55356,2026-06-26 08:16:29.459,,,['Unknown'],United Kingdom,['TypeScript'],GB,False,User,https://img.logo.dev/joplinapp.org?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.6.15,2026-06-20T11:04:11Z,Freemium,True
4aead66b-3b04-4f04-b264-a912414e993d,Apache Answer,"A versatile, community-driven Q&A platform that fosters collaboration and knowledge exchange within organizations and communities.",https://github.com/apache/incubator-answer,https://answer.apache.org,15568,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,['Go'],UN,False,Organization,https://img.logo.dev/answer.apache.org?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.0.1,2026-05-29T07:56:15Z,Free,True
4b727f78-c5dc-449f-bbb7-5f7fb2458396,KeyCastr,"KeyCastr, an open-source keystroke visualizer",https://github.com/keycastr/keycastr,https://keycastr.com/,14916,2026-06-26 08:16:29.459,,,['BSD-3-Clause'],United States,['Objective-C'],US,False,Organization,https://img.logo.dev/keycastr.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.10.5,2025-11-24T03:50:37Z,Free,True
4ba0b5b3-4935-4b73-9b5a-86949137e437,Passbolt,"Passbolt is an open source password manager that allows team members to store and share credentials securely. For instance, the wifi password of your office, the administrator password of a router or your organisation social media account password, all of them can be secured using passbolt.",https://github.com/passbolt/passbolt_api,https://www.passbolt.com,5993,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Belgium,['PHP'],BE,False,Organization,https://img.logo.dev/passbolt.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v5.13.0,2026-06-12T09:21:54Z,Free,True
4ba2bce3-02e5-438f-8f77-87c0130f049c,Trieve,"Trieve offers an all-in-one solution for search, recommendations, and RAG with automatic continuous improvement based on user feedback.",https://github.com/devflowinc/trieve,https://trieve.ai/,2682,2026-06-26 08:16:29.459,,,['MIT'],United States,['Rust'],US,False,Organization,https://img.logo.dev/trieve.ai?token=pk_MauVQceUSgaLrE87BqU4Kw,trieve-helm-0.2.2,2025-03-07T21:55:14Z,Freemium,True
4bd347a6-061f-4de8-b196-8479e4ed12d7,Infisical,End-to-end encrypted secret management platform for seamless integration and enhanced security in development workflows.,https://github.com/infisical/infisical,https://infisical.com,27521,2026-06-26 08:16:29.459,,,['Unknown'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/infisical.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.161.8,2026-06-24T20:10:01Z,Freemium,True
4c07e168-1ede-4e4f-8c05-645e99cba8a1,Steel‑LLM,"A fully open-source, 1B-parameter Chinese-centric language model trained from scratch, with complete access to code, data, checkpoints, and logs under the Apache 2.0 license.",https://github.com/zhanshijinwat/Steel-LLM,,808,2026-06-26 08:16:29.459,,,['Unknown'],China,['Jupyter Notebook'],CN,False,User,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,
4c4e3640-30a3-49df-a276-0458d156cd5c,Redlib,AWS Cryptographic helpers for Javascript and Node.js,https://github.com/aws/aws-sdk-js-crypto-helpers,https://redlib.privacyredirect.com/,68,2026-06-26 08:16:29.459,,,['Apache-2.0'],,['TypeScript'],,False,Organization,https://img.logo.dev/redlib.privacyredirect.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v5.2.0,2023-10-16 19:41:41+00,Free,False
4c5a7fcb-e9bc-485b-8aff-b56384292d60,SuperTokens,"Open-source authentication solution offering flexible, self-hosted user management with advanced features and easy integration.",https://github.com/supertokens/supertokens-core,https://supertokens.com,15124,2026-06-26 08:16:29.459,,,['Unknown'],Global,['Java'],UN,False,Organization,https://img.logo.dev/supertokens.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v11.4.5,2026-06-12T10:19:25Z,Freemium,True
4c7affa8-5c6f-424d-8e2b-d51e786a8614,Hanko,"Streamline user authentication with passwordless login, enhancing security and user experience for your web applications.",https://github.com/teamhanko/hanko,https://hanko.io,8953,2026-06-26 08:16:29.459,,,['Unknown'],Germany,['Go'],DE,False,Organization,https://img.logo.dev/hanko.io?token=pk_MauVQceUSgaLrE87BqU4Kw,backend/v2.7.0,2026-06-05T13:50:38Z,Freemium,True
4c8109da-eb07-44c0-82d3-dcb0f968dda3,Plausible Analytics,"Plausible is an open-source, lightweight web analytics tool. Your website data is 100% yours and the privacy of your visitors is respected.",https://github.com/plausible/analytics/,https://plausible.io,27356,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['Elixir'],UN,False,Organization,https://img.logo.dev/plausible.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.2.1,2026-05-15T09:15:56Z,Freemium,True
4ca81bfa-c047-4b48-bd96-ccdb80f064bb,ShareX,"ShareX is a free, open-source program that captures or records any area of your screen and shares it with a single keypress, supporting various file types and destinations.",https://github.com/ShareX/ShareX,https://getsharex.com,38271,2026-06-26 08:16:29.459,,,['GPL-3.0'],Global,['C#'],UN,False,Organization,https://img.logo.dev/getsharex.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v20.2.0,2026-05-22T05:03:33Z,Free,True
4d41f4b4-ea53-41e4-84a5-82aa79910a0a,Send,"Simple, private file sharing from the makers of Firefox",https://github.com/mozilla/send,https://send.vis.ee/,13268,2026-06-26 08:16:29.459,,,['MPL-2.0'],Global,['FreeMarker'],UN,True,Organization,https://img.logo.dev/send.vis.ee?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.0.22,2020-04-30 04:40:53+00,Free,False
4d60514d-618b-4755-84a9-033eb452fb5d,Ladybird,"Ladybird is a new open-source web browser and engine built from scratch, focused on web standards, performance, and user privacy.",https://github.com/LadybirdBrowser/ladybird,https://ladybird.org,64247,2026-06-26 08:16:29.459,,,['BSD-2-Clause'],Global,['C++'],UN,False,Organization,https://img.logo.dev/ladybird.org?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,True
4e0dcb3c-d41d-4b98-81a3-3422afec3393,LLM Gateway,"Route, manage, and analyze LLM requests across multiple providers with one API. Compatible with OpenAI format, includes usage analytics and performance monitoring.",https://github.com/theopenco/llmgateway,https://llmgateway.io,1338,2026-06-26 08:16:29.459,,,['Unknown'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/llmgateway.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.5.0,2026-06-22T11:04:52Z,Freemium,True
4e2a82a5-eb18-498f-981a-587cc26da768,Biblioreads,An Alternative Private Goodreads Front-End.,https://github.com/nesaku/BiblioReads,https://biblioreads.privacyredirect.com/,315,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['JavaScript'],UN,False,User,https://img.logo.dev/biblioreads.privacyredirect.com?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,True
4e562e50-6829-4e87-87d1-b6eb46c1bbf9,Netbox,The premier source of truth for network automation.,https://github.com/netbox-community/netbox,https://demo.netbox.dev,20956,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['Python'],US,False,Organization,https://img.logo.dev/demo.netbox.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v4.6.3,2026-06-16T16:00:49Z,Free,True
4e5d1d19-60b2-42d4-950a-15f10f11869a,CrowdSec,"Open-source, participative protection against malicious IPs.",https://github.com/crowdsecurity/crowdsec,https://crowdsec.net,14037,2026-06-26 08:16:29.459,,,['MIT'],Global,['Go'],UN,False,Organization,https://img.logo.dev/crowdsec.net?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.7.8,2026-05-11T07:53:36Z,Freemium,True
4e86708f-41f0-479b-baab-fb37818daa0c,Procaptcha,"A blockchain-based CAPTCHA solution offering improved security, user experience, and resistance to bot attacks for web applications.",https://github.com/prosopo/captcha,https://prosopo.io,295,2026-06-26 08:16:29.459,,,['Apache-2.0'],United Kingdom,['TypeScript'],GB,False,Organization,https://img.logo.dev/prosopo.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.6.48,2026-06-24T15:29:22Z,Free,True
4e9411b1-2969-4f34-8c27-ae216f56d03a,crowd.dev,"Unify community, product, and customer data seamlessly.",https://github.com/CrowdDotDev/crowd.dev,https://www.crowd.dev,3368,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/crowd.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.49.0,2023-11-21T10:31:03Z,Free,True
4ec46e2e-cbe8-46b2-8b5c-e219d5f652fe,Rallly,"A user-friendly, open-source tool for coordinating events and meetings without the hassle of back-and-forth emails or messages.",https://github.com/lukevella/rallly,https://rallly.co,5134,2026-06-26 08:16:29.459,,,['AGPL-3.0'],United Kingdom,['TypeScript'],GB,False,User,https://img.logo.dev/rallly.co?token=pk_MauVQceUSgaLrE87BqU4Kw,v4.11.1,2026-06-20T10:26:14Z,Freemium,True
4ed2b0bc-176d-4bed-a020-cfb9eb0e784a,SwiftBar,Powerful macOS menu bar customization tool,https://github.com/swiftbar/SwiftBar,https://swiftbar.app/,4214,2026-06-26 08:16:29.459,,,['MIT'],United States,['Swift'],US,False,Organization,https://img.logo.dev/swiftbar.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.0.1,2025-02-27T19:35:44Z,Free,False
4edafb3a-06c3-4bf4-b04c-80b9f51dd459,Orchest,"Build data pipelines, the easy way.",https://github.com/orchest/orchest,https://www.orchest.io,4137,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,['TypeScript'],UN,True,Organization,https://img.logo.dev/orchest.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v2023.04.2,2023-04-03T13:30:12Z,Freemium,False
4f8064f5-28e9-4d22-80d4-e911c1f01739,Continue,Open-source AI code assistant that connects models and context to build custom autocomplete and chat experiences inside your IDE.,https://github.com/continuedev/continue,https://continue.dev,34483,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/continue.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.0.0-vscode,2026-06-19T00:24:01Z,Paid,False
4f84e362-8b71-4436-b6d4-5fcf2ac6e416,Nexrender,Automate rendering in After Effects using data.,https://github.com/inlife/nexrender,https://nexrender.vercel.app,1835,2026-06-26 08:16:29.459,,,['MIT'],Ukraine,['JavaScript'],UA,False,User,https://img.logo.dev/nexrender.vercel.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.63.4,2026-06-03T16:58:53Z,Free,False
4f96b9f2-12ea-46b4-98bb-64d4649bd5a3,Atom,Atom: A customizable and hackable text editor.,https://github.com/atom/atom,https://atom.io,60812,2026-06-26 08:16:29.459,,,['MIT'],,['JavaScript'],US,True,Organization,https://img.logo.dev/atom.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.60.0,2022-03-08T09:58:25Z,Freemium,False
4fe2f3d7-f937-44c6-a84e-a8a0995f5357,Instant,"Instant is a database solution for building real-time and offline-enabled applications, simplifying the development of collaborative products.",https://github.com/instantdb/instant,https://www.instantdb.com,10340,2026-06-26 08:16:29.459,,,['Apache-2.0'],United States,['TypeScript'],US,False,Organization,https://img.logo.dev/instantdb.com?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Freemium,False
4fea2181-05f0-43c2-98df-e937d5127869,Zitadel,"ZITADEL provides a comprehensive identity management solution with easy APIs, customizable workflows, and serverless deployment options.",https://github.com/zitadel/zitadel,https://zitadel.com,14193,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Switzerland,['Go'],CH,False,Organization,https://img.logo.dev/zitadel.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v4.15.3,2026-06-22T11:46:24Z,Freemium,True
501cf86a-5a25-4379-907e-a57b0f95c682,CalendarX,A lightweight macOS app for displaying calendar and time,https://github.com/ZzzM/CalendarX,,483,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['Swift'],UN,False,User,https://img.logo.dev/github.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v2.3.7,2025-04-02T16:07:07Z,Free,True
50360894-c765-45c8-9852-691d81d8f46d,OpenPanel,"Open-source web and product analytics platform combining Mixpanel's power with Plausible's simplicity. Cookie-less tracking, real-time data, and full data ownership.",https://github.com/openpanel-dev/openpanel,https://openpanel.dev,6011,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Sweden,['TypeScript'],SE,False,Organization,https://img.logo.dev/openpanel.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,worker,2026-04-24 12:59:11+00,Freemium,True
50421e51-9aae-417d-8790-fe809c95ca18,Lost Pixel,"Automated visual testing tool that detects UI changes, ensures consistency, and accelerates development workflows.",https://github.com/lost-pixel/lost-pixel,https://lost-pixel.com,1680,2026-06-26 08:16:29.459,,,['MIT'],Austria,['TypeScript'],AT,True,Organization,https://img.logo.dev/lost-pixel.com?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.22.0,2024-11-14T15:47:13Z,Freemium,False
50b562a8-ccd6-4ca4-9166-89a4c2e17fae,OpenPencil,"Native .fig file support, built-in AI with 90 tools, headless CLI, Vue SDK for custom editors, real-time P2P collaboration. MIT licensed, works offline.",https://github.com/open-pencil/open-pencil,https://openpencil.dev,6326,2026-06-26 08:16:29.459,,,['MIT'],Global,['TypeScript'],UN,False,Organization,https://img.logo.dev/openpencil.dev?token=pk_MauVQceUSgaLrE87BqU4Kw,v0.13.2,2026-05-30T18:21:01Z,Free,False
50e34ca7-fd9d-4dfe-9ac7-54361e5b67a8,Commento,A comments widget that just works.,https://github.com/adtac/commento,https://commento.io,3782,2026-06-26 08:16:29.459,,,['MIT'],Global,['Go'],UN,False,User,https://img.logo.dev/commento.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.8.0,2020-04-10 21:55:22+00,Freemium,True
511ec141-f4bb-4f2c-b2e9-f0416d2bc789,Darkwrite,"A customizable, offline-first note editor that lets you format text, create lists, add images, and export to HTML - all while maintaining your privacy.",https://github.com/astudentinearth/darkwrite,https://darkwrite.app,290,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Global,['TypeScript'],UN,False,User,https://img.logo.dev/darkwrite.app?token=pk_MauVQceUSgaLrE87BqU4Kw,v1.2.3-beta.1,2026-06-25T16:32:25Z,Free,False
51456ea9-bce6-43eb-b76a-b505c4f3a1e2,Pagure,"Pagure is a lightweight, git-centered forge.",https://github.com/Pagure/pagure,https://pagure.io,226,2026-06-26 08:16:29.459,,,['GPL-2.0'],France,['Python'],FR,False,Organization,https://img.logo.dev/pagure.io?token=pk_MauVQceUSgaLrE87BqU4Kw,5.14.1,2024-05-24 14:35:35+00,Free,True
518eb01a-06d2-4383-b19c-318453987308,Twill CMS,"A powerful, open-source CMS for Laravel that simplifies content management with a modular approach and intuitive admin panel.",https://github.com/area17/twill,https://twillcms.com,3957,2026-06-26 08:16:29.459,,,['Apache-2.0'],Global,['PHP'],UN,False,Organization,https://img.logo.dev/twillcms.com?token=pk_MauVQceUSgaLrE87BqU4Kw,3.5.3,2026-01-16T23:21:15Z,Free,True
51b8ae7e-c877-4323-9d12-9a5487f16363,Mirotalk,Free browser-based real-time video calls.,https://github.com/miroslavpejic85/mirotalksfu,https://sfu.mirotalk.com,3017,2026-06-26 08:16:29.459,,,['AGPL-3.0'],Italy,['JavaScript'],IT,False,User,https://img.logo.dev/sfu.mirotalk.com?token=pk_MauVQceUSgaLrE87BqU4Kw,,,Free,True
51bbfe73-f8b6-4e3e-9ffc-7acece2b9ca4,Docusaurus,"Docusaurus is an open source tool for easily building, deploying, and maintaining open source project websites.",https://github.com/facebook/docusaurus,https://docusaurus.io,65389,2026-06-26 08:16:29.459,,,['MIT'],,['TypeScript'],US,False,Organization,https://img.logo.dev/docusaurus.io?token=pk_MauVQceUSgaLrE87BqU4Kw,v3.10.1,2026-04-30T12:57:25Z,Free,False
